source	time	person	location	organization	miscellaneous
esquire	2014-07-14T11:00:00	dowd|cole porter|maureen dowd|greedy chelsea|eric holder|maureen|chelsea clinton|chelsea	scarlett o'harebrain	our national dialogue|clinton guy shocked by blowjobs|princess dumbass of the northwoods|noonan juice	house cup|clintons
esquire	2014-07-11T18:05:00	lionel messi|pal goldfarb|team francesco	argentina|castel gandolfo|london|germany	permanent musical accompaniment to the last post of the week from the blog	world cup final|canadian|vatican
esquire	2014-07-11T09:45:00	erik loomis	lgm|atlanta	coca cola company|south metro|national labor relations board|supreme court	labor relations director
esquire	2014-07-10T14:30:00	david koch|william f. buckley|charles koch|john birch|charles	kochs|kansas	agenda|tea party|progressive.org / center for media and democracy|the progressive|united negro college fund|john birch society	african americans|african american|birchite
esquire	2014-07-10T12:30:00	arthurs|molly ivins|todd	missouri	todd ( majority killer|tiger beat on the potomac	republican-controlled
esquire	2014-07-09T15:05:00	brooks|garth brooks	croke park|ireland|kingdom|dublin|christ|motherland	all ireland hurling|irish football|gaa	irish
esquire	2014-07-09T14:14:00	louie gohmert|glenn beck|mike lee|quico canseco	texas	his imperial lintbrainedness|emperor for life of the crazy people|his imperial obtuseness|texas republican|his imperial meatheadedness	central american|nixon
esquire	2014-07-09T10:00:00	alex jones|glenn beck|glenn|reince priebus	canada|guatemala|manitoba	j.t.|the brick|republican national chairman	canadian
esquire	2014-07-08T11:15:00	salomon melgen|carlson|tucker carlson|ben franklin|john jakes|pete williams|bob menendez|menendez	george washington bridge|lafayette|dominican republic|cuba|new jersey	fbi|daily caller|cia|castro|directorate of intelligence|optional musical accompaniment	cuban
esquire	2014-07-07T16:05:00	eastern orthodox|eisenhower|george will|his eminence|douthat|orthodox jewish|ross cardinal douthat|eminence	muslim|china	hobby lobby|greens|archdiocese of dorkylvania|tocqueville|catholicism and mormonism|supreme court	times
esquire	2014-07-07T12:05:00	justice anthony m. kennedy|george will|george effing	aca	georgie the love sponge	reagan
esquire	2014-07-07T11:15:00	chow line|dozier|martin luther king|dinesh d'souza|cullen|kevin cullen|gerry adams	ireland|belfast|holland	institutional dining|our national dialogue|clinton guy shocked by blowjobs|sinn fein|the troubles|the belfast project|the greatness of america|boston college|declaration of independence|how to cut your meat using only|boston globe|sharpened toothbrush	slugs day
esquire	2014-07-04T08:12:00	liberty|life|martin luther king|samuel johnson|pauline maier	new england|pennsylvania|national mall	pennsylvania quakers|nature|declaration of independence|happiness|getty images the	negro|rights|south
esquire	2014-07-03T11:20:00	c-plus augustus|willard|vladimir putin|our hero|james buchanan|willard romney	indiana|new richmond|ukraine|middle east	commonwealth|quinnipiac poll|tiger beat on the potomac|draft mitt|worst president ever in the history of gimmick polling|waiting for willard	kidz|quinnipiac|luvmoney
esquire	2014-07-02T13:18:00	lyndon b. johnson|johnson	atlantic city|vietnam|mississippi	mississippi freedom democratic party|lbj|civil rights act	republic
esquire	2014-07-01T15:00:00	paul ryan|goodman|mickey schwerner|hillary clinton|chaney|lee|andrew wilkow|james chaney|mike lee|antonin|schwerner|andrew goodman|barack obama	utah|whiskey fire|burwell|irish free state|ninth|mississippi	short time|hobby lobby|humanae vitae|zombie eyed granny starver|ku klux klan|supreme court|the wilkow majority|hobby lobby stores inc.|republican house|federalist society papists|freedom summer|scalia|sirius xm|conestoga wood|pbs	african americans|gilded age
esquire	2014-06-30T13:00:00	rick santorum	colorado	american family association|cage aux folles	focal point
esquire	2014-06-27T18:00:00	kelly	outer banks|web|north carolina	hurricane-force onshore|caution to the|permanent musical accompaniment to the last post of the week from the blog	canadian
esquire	2014-06-27T16:35:00	frank|murray|lucas|frank lucas|timothy ray murray|batman|raymond shaw	ukraine|oklahoma	the office|world court|u.s. representative|congressional member|republican challengers|one great scorer	canadian
esquire	2014-06-27T11:15:00	jack the finger|blake kirk|louie the king|ted walter|blake	wisconsin|huntsville|alabama|new york	first amendment|huntsville city attorney peter|building|wtc|nyc coalition|department of buildings|twin towers|accountability now|the left|whnt news	wiccan
esquire	2014-06-25T11:45:00	mcdreamy|professor warren|g.i. luvmoney|senator mcdreamy|shame takes	merrimack river|new hampshire	optional musical accompaniment to this post|us senate	independence day
esquire	2014-06-25T11:25:00	olen burrage|jolly farm|thad cochran|james chaney|cochran|jack mccoy|lord|andrew goodman|michael schwerner|chris mcdaniel|mcdaniel	hattiesburg|philadelphia|mississippi	tea party|gop|ku klux klan|philadelphia police department	african american
esquire	2014-06-24T12:15:00	hice|jody hice	athens|georgia	muslim brotherhood|first amendment	muslim
esquire	2014-06-24T11:55:00	monroe|walker|bruce landgraf|alberta darling|john doe|fields|scott walker	indiana|ind.|lebanon|shorewood|mississippi	milwaukee county circuit court|nov.|supreme court	scott walker-tom barrett
esquire	2014-06-24T11:45:00	bernie sanders|jesus|thad cochran|cochran|mcdaniel|bob moses	biloxi|mississippi	mississippi republican|freedom summer|koch industries|tea party express	african americans|african american|democracy|russias
esquire	2014-06-23T13:30:00	theda skocpol|matthew perry|toby ziegler|toby|donna moss|john hoynes|tippi hedren|carl edwards|leo mcgarry|ray bradbury	pittsburgh|hollywood|west wing	washington monthly|sorkin period|will bailey	saudis|life on mars
esquire	2014-06-23T09:30:00	reickhoff|paul reickhoff|greenwald|bill maher|glenn greenwald|maher|edward snowden	iraq	international man of luggage	world works
esquire	2014-06-20T19:45:00	paul|reince priebus|chris christie|willard romney	kentucky	republican national committee|faith|republican party|faith and freedom coalition|freedom coalition|senator aqua buddha	christian|bible-bangers|kenyans|american protestantism
esquire	2014-06-19T17:55:00	harry reid|landrieu|joe manchin|mary landrieu	canada|alberta|west virginia|mexico|louisiana|texas	keystone xl|natural resources committee|transcanada corp.|senate energy committee	calgary-based|energy
esquire	2014-06-18T11:45:00	janis lane|scott brewster|thad cochran|rob chambers|robert graham|chris mcdaniel|mcdaniel	dover|mississippi	tea party|hinds county|hinds county sheriff 's department	biblical
esquire	2014-06-17T13:45:00	brannon|thom tillis|greg brannon|tillis	north carolina	tea party|republican establishment|republican senate|north carolina speaker	african american|hispanic
esquire	2014-06-17T12:50:00	j. madison	wisconsin|clergy|virginia	short time|justice antonin|orange county|scalia|teachers of christianity|justice scalia|supreme court	christianity|stravinsky|civil|teachers
esquire	2014-06-17T09:55:00	jim demint|hillary rodham clinton	libya	muslim brotherhood|heritage foundation|al Î¾ jazeera america	islamic
esquire	2014-06-16T16:45:00	john mccain	isis|iraq	huckleberry butchmeup|the guardian	saddam-era|sunni
esquire	2014-06-16T12:30:00	pelosi|ruth marcus|sam brownback|fred hiatt|steve israel|eric cantor|cantor	mordor|new york|kansas	republican party|house of hopeless hacks	papist|house democrats
esquire	2014-06-13T18:30:00	shaheen	new england|boston|worcester|new hampshire|wakefield|mass.	permanent musical accompaniment the the last post of the week from the blog	senate democrats|canadian
esquire	2014-06-13T12:15:00	chris hayes|barney frank|john mccain	iraq	r-i really won|incredible dancing positions	hannity
esquire	2014-06-12T15:55:00	leroy percy|mr. mcdaniel|jon c. lewis|woodrow wilson|williams|john sharp williams|james k. vardaman|harry lane|eric cantor|lane|mcdaniel|vardaman|robert lafollette|thad cochran|henry barbour|henry|cochran|wilson|ollie james|lafollette	oregon|wisconsin|kentucky|gettysburg|mississippi	hinds county|tea party|the lost cause|white chief|progressive era|mother times|armed ships bill	european|german|civil war|confederagte|mississippians
esquire	2014-06-11T14:55:00	ted cruz|cruz|catherine frazier	alberta|canada|houston	optional musical accompaniment to this post	canadian ted|keystone xl|canadian
esquire	2014-06-11T13:00:00	dave brat|allison|ken vogel|mark levin|laura ingraham|rand|ayn rand|ordinary joe|john allison|brat	virginia|tiger beat	commonwealth|ayn rand institute|atlas shrugged|bb & t|the potomac|moral foundations|mackenzie weinger|seventh congressional district|americans for prosperity|cato institute|bb & t moral foundations of capitalism program|raving-loon industrial complex|not about orcs	randian
esquire	2014-06-11T11:55:00	brett scowcroft|saddam hussein|c-plus augustus|moe|larry|nouri maliki|anthony zinni|zinni|john shinseki|andy mccarthy	mosul|nineveh|tikrit|afghanistan|baghdad|levant|iraq|syria	bismarck of bedford|islamic state of iraq|isis|wall street journal|al-qaeda|avignon presidency	turkish
esquire	2014-06-11T11:05:00	trammell|dave brat|alas|eric cantor|cantor|rahm emanuel|howard dean|dean|tom foley|steve m|jack trammell|tom daschle|chris cillizza|kevin mccarthy	randolph-macon college|calif.	jukt micronics|house majority whip|kenyan usurper|house of representatives|yellow jackets	religio-randian|house republican
esquire	2014-06-11T08:30:00	john calvin|dave brat|reinhold niebuhr|heckler|dave|peter rodino|eric cantor|brat|martin|mark levin|richard nixon|elizabeth holtzman|michelle malkin|nixon|rand|karl barth|john allison|joel gehrke|chuck todd|allison|niebuhr|jonathan|margaret heckler|ayn rand|cantor|holtzman|laura ingraham|celler|sophia|emanuel celler|laura|jimmy breslin	randolph-macon college|michigan|mich.|princeton|hope college|holland|virginia|massachusetts|new jersey	ayn rand institute|commonwealth|bb & t|bb & t moral foundations of capitalism|united church of christ|moral foundations|green room|seventh congressional district|national review online|goldwater|reformed church|soleil|cato institute|getty images today|house joe martin|house judiciary committee|catholic church|masters|cirque|mary	judeo-christian|intertoobz|douthatian
esquire	2014-06-11T00:30:00	johnston	indiana|northwest indiana	portage high school|goldberg maneuver|junior reserve officer training corps	dems|mad mac
esquire	2014-06-10T14:45:00	anna chennault|darrow|jack|clarence darrow|tip o'neill|jack farrell|hubert humphrey|humphrey|richard nixon|nixon|johnson	chicago river	cadaver synod|getty images|tiger beat on the potomac|paris peace talks	south vietnamese|potomac
esquire	2014-06-10T12:30:00	gee|jesus|d. williamson|ronald reagan	nazareth	national review	catholic
esquire	2014-06-10T12:05:00	bird|co westmeath|cottage home|co meath|cork|madonna house|leroy gingrich	co dublin|castlepollard|navan road|dunboyne|boheennaburna|booterstown|dublin|moate|stamullen|mount carmel|bessborough	industrial school|st patrick|british medical journal|cnn|cambridge journal of hygiene|st anne	killucan|catholic|gospels|westmeath|irish
esquire	2014-06-10T11:45:00	joe lieberman|bowe bergdahl|ron|bergdahl|lindsey graham|ron fournier|politico|jayson blair|judy miller|mother times|heath shuler|mitch mcconnell|darrell issa|fournier	katrina|capitol hill|iraq	dem party|times|democratic house|blue dogs|great penis chase|affordable care act|new york times|tiger beat|avignon presidency|veterans affairs department	fournese
esquire	2014-06-09T14:45:00	bartlett|george|george will|george f.|molly ivins|camille paglia|jesse jackson|conrad black	hiatt|texas|glennbeckistan	pulitzer|abc|house of hacks	reagan
esquire	2014-06-09T10:00:00	martha raddatz|embraceable ewe|george|john mccain|bob schieffer|ira gershwin	old boston	our national dialogue|clinton guy shocked by blowjobs|gordon|disco dave|nbc|driftglass protocol|disco dance party	french open|bergdahlian|chinese
esquire	2014-06-06T15:45:00	dea|mazza|gregory kelly|samuel mazza|william j. lepetomaine	holyoke	debilitating medical conditions treatment centers|drug enforcement agency	new england division
esquire	2014-06-06T13:00:00	spielberg|che guevara|howard zinn|felix rodriguez|francis gary powers|tom hanks|great angleton|tom brokaw|hanks|history charnel	dallas|omaha beach	dave clark five|hbo|bay|pigs|hbo wwii|century as explained|cuban missile crisis|bay of pigs|stephen spielberg and other top directors|great things american white men did|sixties|cnn|rock and roll hall of fame	american exceptionalism|world wars|cuban
esquire	2014-06-06T12:05:00	lorraine hansberry|gee|matthew continetti|edroso enterprises|denzel washington|continetti|jarrett|barack obama	times square|kristol coven|manhattan	llc	sun
esquire	2014-06-05T10:15:00	morrill act|justin smith morrill	wisconsin|vermont|nebraska	universal history archive|constitutional convention|getty images regular	chick-fil-a bowl
esquire	2014-06-05T10:00:00	hunter|bowe bergdahl|snowden effect|duncan hunter|kelly file|bergdahl|kerry|brendan smialowski|edward snowden|john kerry	afghanistan|california|vietnam	army|agent orange|don|fox news|tiger beat on the potomac|getty images the	english
esquire	2014-06-04T17:15:00	catherine engelbrecht|jason gearman	texas|south dakota	minnehaha county sheriff 's office|irs|true the vote|class|rv	koch-funded
esquire	2014-06-04T12:05:00	dowd|maureen dowd|marvel superhero|and clio	denver	muse of history|taliban|rosetta stone|the proclaimer	popov
esquire	2014-06-03T13:45:00	magdalene laundries|enda kenny	ireland|dail eireann|cloyne report|madison	republic of ireland|church|roman catholic church|memorial and remonstrance against religious assessments|christian brothers	irish
esquire	2014-06-02T15:15:00	justice john paul stevens|mark wilson|stevens	massachusetts	commonwealth|bush epa|clean air act|god save|environmental protection agency|getty images as|supreme court|avignon presidency	blog
