CardId	Year	Conference	Title	Evidence	Author Names
PMC1388210	2006	increases_activity	Interleukin-1Î± enhances the aggressive behavior of pancreatic cancer cells by regulating the Î±Î_-integrin and urokinase plasminogen activator receptor expression	" Inhibition of alpha6 , beta1 integrin , or uPAR signaling pathway inhibited IL-1alpha-induced activation of Ras and ERK pathway with subsequent inhibition in proliferation , adhesion and migration of pancreatic cancer cells ."	uPAR;Ras
PMC139997	2002	increases_activity	Activation of the Syk tyrosine kinase is insufficient for downstream signal transduction in B lymphocytes	 BCR stimulation (Figure    . Incubation with anti-IgM induced a rapid increase and delayed reduction in Syk activity with kinetics similar to that of control clones. Although the basal levels of Syk activity were elevated in clones that expressed the (K395A/3F)Syk	Syk;BCR
PMC2171479	2005	decreases_activity	The p85 regulatory subunit of phosphoinositide 3-kinase down-regulates IRS-1 signaling via the formation of a sequestration complex	 p85 inhibits PI 3-kinase signaling downstream of IRS-1	p85;IRS-1
PMC1401512	2006	increases_activity	Histone deacetylase 3 binds to and regulates the GCMa transcription factor	 CBP HAT upregulates GCMa	CBP HAT;GCMa
PMC1392235	2006	increases_activity	Global Gene Expression Associated with Hepatocarcinogenesis in Adult Male Mice Induced by  Arsenic Exposure	 c-myc may be caused by arsenic	arsenic;c-myc
PMC1310924	2005	increases_activity	Systemic Effects of Arctic Pollutants in Beluga Whales Indicated by CYP1A1 Expression	" PCB concentrations would be very small in the Arctic beluga, presumably much less than 0.05-0.1 mg/kg (5% of the upper limit on the maximal oral dose), because we would expect most urinary PCBs to be conjugated and not able to induce CYP1A1"	PCB;CYP1A1
PMC2150699	2000	increases_activity	"Mechanism of N-Wasp Activation by Cdc42 and Phosphatidylinositol 4,5-Bisphosphate"	" raising the question of N-WASP dimerization and for helpful discussions; Ming Lei and Brian Baker for help with analytical ultracentrifugation; Lucia Rameh, Brian Duckworth and Lew Cantley for help with lipid binding assays; Nagi Ayad and Olaf Stemmann for carefully reading the manuscript; Teresita Bernal and Louise Evans for help with baculovirus construction; Ethan Lee and Cathy Pfleger for expression vectors; and Tadaomi Takenawa"	Tadaomi Takenawa;N-WASP
PMC1761701	2006	increases_activity	Restricted epithelial proliferation by lacritin via PKCÎ±-dependent NFAT and mTOR pathways	" G protein-coupled receptor, thereby successively activating Galphai or Galphao, PKCalpha"	G protein-coupled receptor;PKCalpha
PMC2172443	2004	increases_activity	"Terminal osteoblast differentiation, mediated by runx2 and p27, is disrupted in osteosarcoma"	 BMP2-induced AP	BMP2;AP
PMC179877	2003	decreases_activity	ERÎ_ Binds N-CoR in the Presence of Estrogens via an LXXLL-like Motif in the N-CoR C-terminus	" ERbeta interacting peptides (Fig.    . Finally, mutations within the beta-box (especially M2405A, L2406A) disrupted ERbeta"	ERbeta interacting peptides;ERbeta
PMC2150699	2000	increases_activity	"Mechanism of N-Wasp Activation by Cdc42 and Phosphatidylinositol 4,5-Bisphosphate"	" raising the question of N-WASP dimerization and for helpful discussions; Ming Lei and Brian Baker for help with analytical ultracentrifugation; Lucia Rameh, Brian Duckworth and Lew Cantley for help with lipid binding assays; Nagi Ayad and Olaf Stemmann for carefully reading the manuscript; Teresita Bernal and Louise Evans for help with baculovirus construction; Ethan Lee and Cathy Pfleger for expression vectors; and Tadaomi Takenawa, Hiroaki Miki"	Miki;N-WASP
PMC2139818	1997	increases_activity	"Regulation of Tenascin-C, a Vascular Smooth Muscle Cell  Survival Factor that Interacts with the Î±Î_ Integrin to Promote Epidermal Growth Factor Receptor Phosphorylation and Growth "	 MMP) inhibitor (GM6001) suppresses SMC TN-C	MMP;TN-C
PMC1388210	2006	increases_activity	Interleukin-1Î± enhances the aggressive behavior of pancreatic cancer cells by regulating the Î±Î_-integrin and urokinase plasminogen activator receptor expression	 IL-1alpha activates Ras	IL-1alpha;Ras
PMC2699124	2009	increases_activity	Prostaglandin E2 regulates Th17 cell differentiation and function through cyclic AMP and EP2/EP4 receptor signaling	 PGE2 inhibits Th17 production of IL-10 and IFN-gamma predominantly through EP4 signaling	Th17;IL-10
PMC1899183	2007	decreases_activity	Regulation of p73 by Hck through kinase-dependent and independent mechanisms	 Coexpression of kinase dead mutant of Hck was also able to repress p73\u03b1-mediated transactivation similar to wild type Hck when tested using Ipaf reporter construct (Fig. ).	Hck;Ipaf
PMC1804119	2006	increases_activity	The natural compound -butylidenephthalide derived from  inhibits malignant brain tumor growth  and 	 p53-independent activation of procaspase 9 and p27	p53;p27
PMC1807973	2007	increases_activity	The MH1 domain of Smad3 interacts with Pax6 and represses autoregulation of the Pax6 P1 promoter	" In this study, we show for the first time that Pax6 expression can be directly controlled by the TGF\u03b2/Smad signalling system, and also define the molecular basis of this novel regulatory mechanism."	TGF\u03b2/Smad;Pax6
PMC2171479	2005	increases_activity	The p85 regulatory subunit of phosphoinositide 3-kinase down-regulates IRS-1 signaling via the formation of a sequestration complex	 PI 3-kinase signaling downstream of IRS-1	PI;IRS-1
PMC1401512	2006	increases_activity	Histone deacetylase 3 binds to and regulates the GCMa transcription factor	 CBP enhances GCMa	CBP;GCMa
PMC2173263	2002	decreases_activity	Src-mediated coupling of focal adhesion kinase to integrin v5 in vascular endothelial growth factor signaling	" Src, have reduced VEGF-induced VP"	Src;VP
PMC2132684	1998	increases_activity	Integrin Î±vÎ_3 Requirement for Sustained Mitogen-activated Protein Kinase Activity during Angiogenesis 	 alphavbeta3 could potentiate the late-acting ERK	alphavbeta3;ERK
PMC1761701	2006	decreases_activity	Restricted epithelial proliferation by lacritin via PKCÎ±-dependent NFAT and mTOR pathways	 Lacritin induced COX2 expression is inhibited by CsA and reduced in NFATC1 depleted cells .	Lacritin;NFATC1
PMC139997	2002	increases_activity	Activation of the Syk tyrosine kinase is insufficient for downstream signal transduction in B lymphocytes	 BCR engagement induces apoptosis and Syk	BCR;Syk
PMC117437	2002	decreases_activity	A novel link between the proteasome pathway and the signal transduction pathway of the Bone Morphogenetic Proteins (BMPs)	" Alternatively, Smad1/antizyme complex may be docked to a receptor of antizyme on 19S complex for the final delivery of Smad1 to proteasome for degradation."	proteasome;Smad1
PMC2442316	2008	increases_activity	A Role for the Cleaved Cytoplasmic Domain of E-cadherin in the Nucleus	 gamma-secretase cleavage products of N-cadherin	gamma-secretase;N-cadherin
PMC1413977	2006	increases_activity	New role for nuclear hormone receptors and coactivators in regulation of BRCA1-mediated DNA repair in breast cancer cell lines	 ( a ) Estrogen receptor ( ER ) - positive human breast cancer cell lines ( MCF7 and T47D ) and ER negative lines ( MDA-MB-231 and MDA-MB-468 ) were treated with 17beta-estradiol ( E2 ) or all-trans retinoic acid ( RA ) alone or in combination ( E2 and RA ) prior to etoposide induced DNA damage .	ER;damage
PMC2364215	2002	increases_activity	Integrin Î±vÎ_6-associated ERK2 mediates MMP-9 secretion in colon cancer cells	 ERK signalling in hepatocyte growth factor- or epidermal growth factor	ERK;epidermal growth factor
PMC2442316	2008	increases_activity	A Role for the Cleaved Cytoplasmic Domain of E-cadherin in the Nucleus	 gamma-secretase cleavage product of E-cadherin	gamma-secretase;E-cadherin
PMC1410767	2005	increases_activity	Dehydroepiandrosterone inhibits the progression phase of mammary carcinogenesis by inducing cellular senescence via a p16-dependent but p53-independent mechanism	" DHEA has similarly been found to suppress prostate carcinogenesis in rats     , despite the fact that it may increase the levels of testosterone and dihydrotestosterone     ."	DHEA;testosterone
PMC117437	2002	increases_activity	A novel link between the proteasome pathway and the signal transduction pathway of the Bone Morphogenetic Proteins (BMPs)	 BMP type I receptor induces Smad1	BMP type I receptor;Smad1
PMC1635424	2006	increases_activity	Drug-induced activation of SREBP-controlled lipogenic gene expression in CNS-related cell lines: Marked differences between various antipsychotic drugs	" In general , SREBP1c controls the expression of fatty acid biosynthesis genes in various tissues     , whereas the SREBP1a isoform is predominant in cell cultures , activating both cholesterol and fatty acid biosynthesis genes        ."	SREBP1c;cholesterol
PMC1401512	2006	decreases_activity	Histone deacetylase 3 binds to and regulates the GCMa transcription factor	" trichostatin A (TSA), increases the level of acetylated GCMa"	trichostatin A;GCMa
PMC2635715	2008	increases_activity	Caffeine Induces Cell Death via Activation of Apoptotic Signal and Inactivation of Survival Signal in Human Osteoblasts	 caffeine on calcium economy and caffeine-induced urinary calcium	caffeine;calcium
PMC2150699	2000	increases_activity	"Mechanism of N-Wasp Activation by Cdc42 and Phosphatidylinositol 4,5-Bisphosphate"	" PI(4,5)P2 is to activate Cdc42"	"PI(4,5)P2;Cdc42"
PMC2171479	2005	decreases_activity	The p85 regulatory subunit of phosphoinositide 3-kinase down-regulates IRS-1 signaling via the formation of a sequestration complex	 IRS-1 by p85 in a nonsignaling complex at later time points (10-20 min) serves to limit the duration (and possibly the overall amplitude) of PI	IRS-1;PI
PMC2172271	2004	decreases_activity	Activation of Cdc42 by trans interactions of the cell adhesion molecules nectins through c-Src and Cdc42-GEF FRG	" If SFKs function upstream of Cdc42 and Rac , overexpression of V12Cdc42 or V12Rac1 , constitutively active mutants of Cdc42 and Rac1 , respectively , would suppress the inhibitory effect of PP2 on the nectin induced formation of filopodia and lamellipodia ."	V12Cdc42;Cdc42
PMC2172453	2004	increases_activity	The neuronal scaffold protein Shank3 mediates signaling and biological function of the receptor tyrosine kinase Ret in epithelial cells	 Ret9 to enable sustained Erk-MAPK and PI3K	Ret9;PI3K
PMC2721872	2009	increases_activity	"Chronic Dietary Exposure to a Low-Dose Mixture of Genistein and Vinclozolin Modifies the Reproductive Axis, Testis Transcriptome, and Fertility"	 genistein dose is able to potentiate the effects of vinclozolin	genistein;vinclozolin
PMC2150699	2000	increases_activity	"Mechanism of N-Wasp Activation by Cdc42 and Phosphatidylinositol 4,5-Bisphosphate"	 Grb2 Src homology domain 3 to activate N-WASP	Grb2 Src;N-WASP
PMC1761701	2006	increases_activity	Restricted epithelial proliferation by lacritin via PKCÎ±-dependent NFAT and mTOR pathways	 Wnt5a promotes translocation of PKCalpha	Wnt5a;PKCalpha
PMC2699124	2009	increases_activity	Prostaglandin E2 regulates Th17 cell differentiation and function through cyclic AMP and EP2/EP4 receptor signaling	" However , PGE2 enhanced IL-17 production induced by IL-1beta and the combination of PGE2 , IL-1beta , and IL-23 induced an even stronger IL-17 up regulation that correlated with enhanced expression of RORgammat           ."	IL-23;IL-17
PMC1590027	2006	increases_activity	Transcriptome profiling of human hepatocytes treated with Aroclor 1254 reveals transcription factor regulatory networks and clusters of regulated genes	 NF-Y (ECAT) stimulate transcription of the PKM	NF-Y;PKM
PMC2364215	2002	increases_activity	Integrin Î±vÎ_6-associated ERK2 mediates MMP-9 secretion in colon cancer cells	 ERK2 mediates MMP-9	ERK2;MMP-9
PMC2566891	2008	decreases_activity	14-3-3 activation of DNA binding of p53 by enhancing its association into tetramers	 Activation of the tumour suppressor p53 on DNA damage involves post-translational modification by phosphorylation and acetylation .	p53;damage
PMC2171843	2005	increases_activity	"Targeting of Arf-1 to the early Golgi by membrin, an ER-Golgi SNARE"	 ( E and F ) HeLa ( E ) or NRK ( F ) cells overexpressing myc-membrin and Arf-1-GFP or Arf-1-6-1-GFP were fixed and immunolabeled with antibodies against myc followed by Alexa 594 anti-mouse antibodies .	NRK;Arf-1-GFP
PMC1887707	2000	decreases_activity	Negative Regulation of T Cell Proliferation and Interleukin 2 Production by the Serine Threonine Kinase Gsk-3	 GSK-3 is to negatively regulate NF-ATc	GSK-3;NF-ATc
PMC1401512	2006	decreases_activity	Histone deacetylase 3 binds to and regulates the GCMa transcription factor	" HDAC inhibitor, trichostatin A (TSA), increases the level of acetylated GCMa"	HDAC;GCMa
