id,date,type,city,state,ideology,group,description,image
5065,10/4/2018,White Supremacist Event,New Orleans,LA,Right Wing (White Supremacist),Identity Evropa,"Approximately six members of Identity Evropa participated in a flash demonstration at New Orleans’ Jean-Baptiste Le Moyne de Bienville monument. The group held a banner that read ""Embrace your heritage.”",
5066,10/4/2018,White Supremacist Event,St Augustine,FL,Right Wing (White Supremacist),Identity Evropa,"Approximately six members of Identity Evropa, led by the group’s leader, Patrick Casey, held a flash demonstration and banner drop at Castillo De San Marcos.  The banner read ""Defend our Culture, Preserve our history.”",
4821,10/1/2018,White Supremacist Propaganda,Tulsa,OK,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed flyers that read: ""Our future belongs to us"" and ""Serve your people."" They also posted stickers featuring their group logo.",
4822,10/1/2018,White Supremacist Propaganda,Chicago,IL,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed flyers that read: ""Our generation, Our future, Our last chance."" They also posted stickers featuring their group logo.",
4823,10/1/2018,White Supremacist Propaganda,Branchburg,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed recruitment flyers at Raritan Valley Community College.",
4824,10/1/2018,White Supremacist Propaganda,Roseville,MI,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers and stickers that read: ""Keep America American,"" ""Better dead than red,"" and ""Not stolen conquered.""",
5103,10/2018,Terrorist Plot/Attack,West Palm Beach,FL,Right Wing (Other),,"Cesar Altieri Sayoc, Jr., was arrested by authorities in West Palm Beach for allegedly mailing at least 15 explosive devices in late October to a variety of public figures around the country known for their opposition to Donald Trump.",
4825,9/30/2018,White Supremacist Propaganda,Tappahannock,VA,Right Wing (White Supremacist),Loyal White Knights,"Loyal White Knights, a Klan group, distributed racist and anti-Semitic propaganda including a flier titled ""The Cost of The Jew's Open Border Policy.""",
4826,9/30/2018,White Supremacist Propaganda,Boston,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers and stickers that read: ""Life liberty and the pursuit of victory,"" ""Better dead than red,"" and ""Money does not rule you.""",
4827,9/30/2018,White Supremacist Propaganda,Denton,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers and stickers that read: ""Reclaim America,"" ""Better dead than red,"" and ""Money does not rule you.""",
4828,9/30/2018,White Supremacist Propaganda,Boone,NC,Right Wing (White Supremacist),,"An unknown person or group painted a Nazi Flag and writing that said: ""Heil Hitler"" and ""the Holocaust was a good thing"" at Appalachian State university.",
4829,9/29/2018,White Supremacist Propaganda,Indianapolis,IN,Right Wing (White Supremacist),Evropa,"Identity Evropa, an alt right group, distributed flyers that read: ""Freedom of speech? Not in New York."" and ""Immigration and Customs Enforcement thank you for all that you do for our country"" and ""Our destiny is ours.""",
5067,9/29/2018,White Supremacist Event,New Boston,TX,Right Wing (White Supremacist),Shield Wall Network,"Approximately 40 individuals associated with the League of the South,  United White Knights, Nordic Front, and Sheild Wall Network attended a private  ""white unity"" conference.",
5068,9/29/2018,White Supremacist Event,Newport,TN,Right Wing (White Supremacist),League of the South,Approximately 33 individuals associated with the League of the South and the Shield Wall Network participated in a flash demonstration near the County courthouse. They also held a private anti-Semitic book burning.,
4830,9/27/2018,White Supremacist Propaganda,Billings,MT,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed flyers that read: ""Our generation, Our future, Our last chance.""",
4831,9/27/2018,White Supremacist Propaganda,Fullerton,CA,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed flyers at California State University. The flyers read: ""Our generation, Our future, Our last chance."" They also posted stickers featuring their group logo.",
4832,9/27/2018,White Supremacist Propaganda,Salt Lake City,UT,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed postcards featuring their group logo.",
4833,9/27/2018,White Supremacist Propaganda,Minneapolis,MN,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed postcards featuring their group logo at the University of Minnesota.",
4834,9/25/2018,White Supremacist Propaganda,Enid,OK,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed flyers at Northern Oklahoma College. The flyers read: ""Lets become great again,"" ""Our future belongs to us,"" and ""Our destiny is ours."" They also posted stickers featuring their group logo.",
4835,9/25/2018,White Supremacist Propaganda,Tempe,AZ,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed flyers at Arizona State University. They flyers read: ""Lets become great again,"" ""Our future belongs to us,"" and ""Our generation, Our future, Our last chance.""",
4836,9/25/2018,White Supremacist Propaganda,Oklahoma City,OK,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted stickers featuring their group logo at the Oklahoma City Public Library.",
4837,9/25/2018,White Supremacist Propaganda,Bowling Green,KY,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted stickers featuring their group logo.",
4838,9/24/2018,White Supremacist Propaganda,Ogden,UT,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed flyers at Weber State University. The flyers read: ""Our generation, Our future, Our last chance.""",
4839,9/24/2018,White Supremacist Propaganda,Salt Lake City,UT,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, posted stickers featuring their group logo.",
4840,9/24/2018,White Supremacist Propaganda,Farmville,VA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers and stickers at Longwood University. The flyers read: ""America First,"" ""Keep America American,"" and ""Not stolen conquered.""",
4841,9/24/2018,White Supremacist Propaganda,Punxsutawney,PA,Right Wing (White Supremacist),,"Patriot Front, an alt right group, posted flyers and stickers that read: ""America is dead long live America,"" ""Fake news don't buy it,"" and ""Not stolen conquered.""",
4842,9/24/2018,White Supremacist Propaganda,Safety Harbor,FL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers and stickers that read: ""America revolution is tradition"" and ""Not stolen conquered.""",
4843,9/24/2018,White Supremacist Propaganda,Oakton,VA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers and stickers that read: ""Your future with communism,"" ""Keep America American,"" and ""Reject poison.""",
4844,9/24/2018,White Supremacist Propaganda,Mount Hope,WV,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers that read: ""To ourselves and our posterity,"" ""Your future with communism,"" ""Strong families make strong nations,"" and ""Will your speech be hate speech?""",
4845,9/23/2018,White Supremacist Propaganda,Claremont,CA,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed flyers that read: ""Our generation, Our future, Our last chance.""",
4846,9/23/2018,White Supremacist Propaganda,Evanston,IL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers and stickers at Northwestern University. The flyers read: ""Life liberty and the pursuit of victory,"" ""Democracy the freedom to vote but not get what you vote for,"" and ""Not here not ever.""",
4847,9/23/2018,White Supremacist Propaganda,Cambridge,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers and stickers that read: ""Life liberty and the pursuit of victory,"" ""Not stolen conquered,"" and ""Not here not ever.""",
5069,9/23/2018,White Supremacist Event,Augusta,GA,Right Wing (White Supremacist),Nationalist Liberty Union ,"Individuals associated with the Nationalist Liberty Union, a white supremacist group, attempted to disrupt a Democratic campaign rally for candidate Stacey Abrams.",
4848,9/22/2018,White Supremacist Propaganda,NY,NY,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed flyers that read: ""Freedom of speech? Not in New York."" They also posted stickers featuring their group logo.",
4849,9/22/2018,White Supremacist Propaganda,Tarrytown,NY,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed flyers that read: ""Freedom of speech? Not in New York."" They also posted stickers featuring their group logo.",
4850,9/22/2018,White Supremacist Propaganda,Newburgh,NY,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed flyers that read: ""Freedom of speech? Not in New York."" They also posted stickers featuring their group logo.",
4851,9/22/2018,White Supremacist Propaganda,Beaverton,MI,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers and stickers that read: ""Building a future preserving a nation,"" ""Not stolen conquered,"" ""Strong families make strong nations,"" and ""Not here not ever.""",
4852,9/22/2018,White Supremacist Propaganda,Oviedo,FL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers and stickers that read: ""Keep America American,"" ""Not stolen conquered,"" ""Money does not rule you,"" and ""Not here not ever.""",
4853,9/21/2018,White Supremacist Propaganda,Brighton,NY,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed flyers that read: ""Freedom of speech? Not in New York.""",
4854,9/21/2018,White Supremacist Propaganda,Binghamton,NY,Right Wing (White Supremacist),Identity Evropa,"Identity Evropa, an alt right group, distributed flyers that read: ""Freedom of speech? Not in New York."" They also posted stickers featuring their group logo.",
4855,9/21/2018,White Supremacist Propaganda,Baltimore,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers and stickers that read: ""Keep America American,"" ""America revolution is tradition,"" ""Democracy the freedom to vote but not get what you vote for,"" and ""Fake news don't buy it.""",
4856,9/20/2018,White Supremacist Propaganda,Orange Park,FL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers and stickers that read: ""America revolution is tradition"" and ""Not here not ever.""",
4857,9/20/2018,White Supremacist Propaganda,NY,NY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, posted flyers and stickers that read: ""Life liberty and the pursuit of victory,"" ""To ourselves and our posterity,"" and ""Not stolen conquered.""",
